
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 0.880592 seconds (25.7 MB/s)
csr_from_coo: 0.062404 seconds, 55590 rows, 55590 columns, 4218660 nonzeros, 12 to 4230 nonzeros per row, 1 threads, 55590 to 55590 rows per thread, 4218660 to 4218660 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
gemv (warmup): 0.003477 seconds (0.615 Gnz/s, 2.427 Gflop/s, 14.9 to 24.5 GB/s)
gemv: 0.003417 seconds (0.625 Gnz/s, 2.469 Gflop/s, 15.2 to 25.0 GB/s)
gemv: 0.003423 seconds (0.624 Gnz/s, 2.465 Gflop/s, 15.2 to 24.9 GB/s)
gemv: 0.003412 seconds (0.626 Gnz/s, 2.473 Gflop/s, 15.2 to 25.0 GB/s)
gemv: 0.003417 seconds (0.625 Gnz/s, 2.469 Gflop/s, 15.2 to 24.9 GB/s)
gemv: 0.003435 seconds (0.622 Gnz/s, 2.456 Gflop/s, 15.1 to 24.8 GB/s)
gemv: 0.003402 seconds (0.628 Gnz/s, 2.480 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.003428 seconds (0.624 Gnz/s, 2.462 Gflop/s, 15.2 to 24.9 GB/s)
gemv: 0.003416 seconds (0.626 Gnz/s, 2.470 Gflop/s, 15.2 to 25.0 GB/s)
gemv: 0.003416 seconds (0.626 Gnz/s, 2.470 Gflop/s, 15.2 to 25.0 GB/s)
gemv: 0.003424 seconds (0.624 Gnz/s, 2.464 Gflop/s, 15.2 to 24.9 GB/s)
gemv: 0.003414 seconds (0.626 Gnz/s, 2.472 Gflop/s, 15.2 to 25.0 GB/s)
gemv: 0.003406 seconds (0.627 Gnz/s, 2.477 Gflop/s, 15.3 to 25.0 GB/s)
gemv: 0.003432 seconds (0.623 Gnz/s, 2.458 Gflop/s, 15.1 to 24.8 GB/s)
gemv: 0.003411 seconds (0.627 Gnz/s, 2.474 Gflop/s, 15.2 to 25.0 GB/s)
gemv: 0.003410 seconds (0.627 Gnz/s, 2.475 Gflop/s, 15.2 to 25.0 GB/s)
gemv: 0.003428 seconds (0.623 Gnz/s, 2.461 Gflop/s, 15.2 to 24.9 GB/s)
gemv: 0.003407 seconds (0.627 Gnz/s, 2.476 Gflop/s, 15.2 to 25.0 GB/s)
gemv: 0.003428 seconds (0.623 Gnz/s, 2.461 Gflop/s, 15.2 to 24.9 GB/s)
gemv: 0.003446 seconds (0.620 Gnz/s, 2.449 Gflop/s, 15.1 to 24.7 GB/s)
gemv: 0.003406 seconds (0.627 Gnz/s, 2.477 Gflop/s, 15.3 to 25.0 GB/s)
gemv: 0.003403 seconds (0.628 Gnz/s, 2.479 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.003406 seconds (0.628 Gnz/s, 2.477 Gflop/s, 15.3 to 25.0 GB/s)
gemv: 0.003411 seconds (0.626 Gnz/s, 2.473 Gflop/s, 15.2 to 25.0 GB/s)
gemv: 0.003423 seconds (0.624 Gnz/s, 2.465 Gflop/s, 15.2 to 24.9 GB/s)
gemv: 0.003407 seconds (0.627 Gnz/s, 2.476 Gflop/s, 15.3 to 25.0 GB/s)
gemv: 0.003422 seconds (0.625 Gnz/s, 2.466 Gflop/s, 15.2 to 24.9 GB/s)
gemv: 0.003429 seconds (0.623 Gnz/s, 2.461 Gflop/s, 15.2 to 24.9 GB/s)
gemv: 0.003410 seconds (0.627 Gnz/s, 2.474 Gflop/s, 15.2 to 25.0 GB/s)
gemv: 0.003401 seconds (0.628 Gnz/s, 2.481 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.003423 seconds (0.624 Gnz/s, 2.465 Gflop/s, 15.2 to 24.9 GB/s)
gemv: 0.003417 seconds (0.626 Gnz/s, 2.470 Gflop/s, 15.2 to 25.0 GB/s)
gemv: 0.003414 seconds (0.626 Gnz/s, 2.471 Gflop/s, 15.2 to 25.0 GB/s)
gemv: 0.003426 seconds (0.624 Gnz/s, 2.463 Gflop/s, 15.2 to 24.9 GB/s)
gemv: 0.003421 seconds (0.625 Gnz/s, 2.467 Gflop/s, 15.2 to 24.9 GB/s)
gemv: 0.003411 seconds (0.627 Gnz/s, 2.474 Gflop/s, 15.2 to 25.0 GB/s)
gemv: 0.003425 seconds (0.624 Gnz/s, 2.463 Gflop/s, 15.2 to 24.9 GB/s)
gemv: 0.003431 seconds (0.623 Gnz/s, 2.459 Gflop/s, 15.1 to 24.8 GB/s)
gemv: 0.003429 seconds (0.623 Gnz/s, 2.461 Gflop/s, 15.2 to 24.9 GB/s)
gemv: 0.003413 seconds (0.626 Gnz/s, 2.472 Gflop/s, 15.2 to 25.0 GB/s)
gemv: 0.003416 seconds (0.626 Gnz/s, 2.470 Gflop/s, 15.2 to 25.0 GB/s)
gemv: 0.003428 seconds (0.623 Gnz/s, 2.461 Gflop/s, 15.2 to 24.9 GB/s)
gemv: 0.003420 seconds (0.625 Gnz/s, 2.467 Gflop/s, 15.2 to 24.9 GB/s)
gemv: 0.003411 seconds (0.626 Gnz/s, 2.473 Gflop/s, 15.2 to 25.0 GB/s)
gemv: 0.003428 seconds (0.624 Gnz/s, 2.462 Gflop/s, 15.2 to 24.9 GB/s)
gemv: 0.003406 seconds (0.627 Gnz/s, 2.477 Gflop/s, 15.3 to 25.0 GB/s)
gemv: 0.003409 seconds (0.627 Gnz/s, 2.475 Gflop/s, 15.2 to 25.0 GB/s)
gemv: 0.003421 seconds (0.625 Gnz/s, 2.466 Gflop/s, 15.2 to 24.9 GB/s)
gemv: 0.003410 seconds (0.627 Gnz/s, 2.475 Gflop/s, 15.2 to 25.0 GB/s)
gemv: 0.003409 seconds (0.627 Gnz/s, 2.475 Gflop/s, 15.2 to 25.0 GB/s)
gemv: 0.003420 seconds (0.625 Gnz/s, 2.467 Gflop/s, 15.2 to 24.9 GB/s)
gemv: 0.003405 seconds (0.628 Gnz/s, 2.478 Gflop/s, 15.3 to 25.0 GB/s)
gemv: 0.003404 seconds (0.628 Gnz/s, 2.479 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.003413 seconds (0.626 Gnz/s, 2.472 Gflop/s, 15.2 to 25.0 GB/s)
region,threads,EFFECTIVE_INST_SPEC,CPU_CYCLES,FP_DP_FIXED_OPS_SPEC,FP_DP_SCALE_OPS_SPEC,L2D_CACHE_REFILL,L2D_CACHE_WB,L2D_SWAP_DM,L2D_CACHE_MIBMCH_PRF,L1D_CACHE_REFILL,CPI ,Frequency ,L1D cache miss rate ,L2D cache miss rate ,L2-Memory Bandwidth ,DP (FP) ,DP (FP+SVE512) ,Computational Intensity (FP+SVE512) ,time
gemv,0,592557273,782273211,5562306,284560800,20786922,197048,106759,112739,24807298,1.320165,2202.718014,0.041865,0.034710,14.967915,15.662292,3220.717464,0.215175,0.355140
total,-1,592557273,782273211,5562306,284560800,20786922,197048,106759,112739,24807298,1.320165,2202.718014,0.041865,0.034710,14.967915,15.662292,3220.717464,0.215175,0.355140
