
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 0.396278 seconds (23.7 MB/s)
csr_from_coo: 0.028701 seconds, 15449 rows, 15449 columns, 1930655 nonzeros, 44 to 243 nonzeros per row, 1 threads, 15449 to 15449 rows per thread, 1930655 to 1930655 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (5 L2 ways)
gemv (warmup): 0.001162 seconds (0.837 Gnz/s, 3.322 Gflop/s, 20.3 to 33.4 GB/s)
gemv (warmup): 0.001138 seconds (0.855 Gnz/s, 3.394 Gflop/s, 20.7 to 34.2 GB/s)
gemv (warmup): 0.001137 seconds (0.856 Gnz/s, 3.396 Gflop/s, 20.7 to 34.2 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.001165 seconds (0.835 Gnz/s, 3.314 Gflop/s, 20.2 to 33.4 GB/s)
gemv: 0.001137 seconds (0.856 Gnz/s, 3.396 Gflop/s, 20.7 to 34.2 GB/s)
gemv: 0.001136 seconds (0.856 Gnz/s, 3.398 Gflop/s, 20.7 to 34.2 GB/s)
gemv: 0.001137 seconds (0.855 Gnz/s, 3.395 Gflop/s, 20.7 to 34.2 GB/s)
gemv: 0.001137 seconds (0.856 Gnz/s, 3.397 Gflop/s, 20.7 to 34.2 GB/s)
gemv: 0.001137 seconds (0.856 Gnz/s, 3.396 Gflop/s, 20.7 to 34.2 GB/s)
gemv: 0.001138 seconds (0.855 Gnz/s, 3.393 Gflop/s, 20.7 to 34.1 GB/s)
gemv: 0.001137 seconds (0.856 Gnz/s, 3.397 Gflop/s, 20.7 to 34.2 GB/s)
gemv: 0.001148 seconds (0.847 Gnz/s, 3.363 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001136 seconds (0.856 Gnz/s, 3.398 Gflop/s, 20.7 to 34.2 GB/s)
gemv: 0.001136 seconds (0.857 Gnz/s, 3.400 Gflop/s, 20.7 to 34.2 GB/s)
gemv: 0.001136 seconds (0.856 Gnz/s, 3.398 Gflop/s, 20.7 to 34.2 GB/s)
gemv: 0.001137 seconds (0.855 Gnz/s, 3.395 Gflop/s, 20.7 to 34.2 GB/s)
gemv: 0.001137 seconds (0.856 Gnz/s, 3.397 Gflop/s, 20.7 to 34.2 GB/s)
gemv: 0.001137 seconds (0.856 Gnz/s, 3.396 Gflop/s, 20.7 to 34.2 GB/s)
gemv: 0.001137 seconds (0.855 Gnz/s, 3.395 Gflop/s, 20.7 to 34.2 GB/s)
gemv: 0.001148 seconds (0.847 Gnz/s, 3.362 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001137 seconds (0.856 Gnz/s, 3.396 Gflop/s, 20.7 to 34.2 GB/s)
gemv: 0.001137 seconds (0.856 Gnz/s, 3.397 Gflop/s, 20.7 to 34.2 GB/s)
gemv: 0.001138 seconds (0.855 Gnz/s, 3.394 Gflop/s, 20.7 to 34.2 GB/s)
gemv: 0.001137 seconds (0.856 Gnz/s, 3.396 Gflop/s, 20.7 to 34.2 GB/s)
gemv: 0.001136 seconds (0.856 Gnz/s, 3.399 Gflop/s, 20.7 to 34.2 GB/s)
