
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 1.956504 seconds (24.8 MB/s)
csr_from_coo: 0.047175 seconds, 14000 rows, 14000 columns, 1853104 nonzeros, 12 to 294 nonzeros per row, 1 threads, 14000 to 14000 rows per thread, 1853104 to 1853104 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (14 L2 ways)
gemv (warmup): 0.004002 seconds (0.463 Gnz/s, 0.926 Gflop/s, 5.6 to 9.3 GB/s)
gemv: 0.003992 seconds (0.464 Gnz/s, 0.928 Gflop/s, 5.7 to 9.3 GB/s)
gemv: 0.003979 seconds (0.466 Gnz/s, 0.931 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003971 seconds (0.467 Gnz/s, 0.933 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003965 seconds (0.467 Gnz/s, 0.935 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003953 seconds (0.469 Gnz/s, 0.937 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003954 seconds (0.469 Gnz/s, 0.937 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003938 seconds (0.471 Gnz/s, 0.941 Gflop/s, 5.7 to 9.5 GB/s)
gemv: 0.003961 seconds (0.468 Gnz/s, 0.936 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003957 seconds (0.468 Gnz/s, 0.937 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003941 seconds (0.470 Gnz/s, 0.940 Gflop/s, 5.7 to 9.5 GB/s)
gemv: 0.003959 seconds (0.468 Gnz/s, 0.936 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003969 seconds (0.467 Gnz/s, 0.934 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003973 seconds (0.466 Gnz/s, 0.933 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003942 seconds (0.470 Gnz/s, 0.940 Gflop/s, 5.7 to 9.5 GB/s)
gemv: 0.003939 seconds (0.470 Gnz/s, 0.941 Gflop/s, 5.7 to 9.5 GB/s)
gemv: 0.003956 seconds (0.468 Gnz/s, 0.937 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003941 seconds (0.470 Gnz/s, 0.940 Gflop/s, 5.7 to 9.5 GB/s)
gemv: 0.003977 seconds (0.466 Gnz/s, 0.932 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003950 seconds (0.469 Gnz/s, 0.938 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003952 seconds (0.469 Gnz/s, 0.938 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003963 seconds (0.468 Gnz/s, 0.935 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003945 seconds (0.470 Gnz/s, 0.940 Gflop/s, 5.7 to 9.5 GB/s)
gemv: 0.003971 seconds (0.467 Gnz/s, 0.933 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003955 seconds (0.469 Gnz/s, 0.937 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003934 seconds (0.471 Gnz/s, 0.942 Gflop/s, 5.7 to 9.5 GB/s)
gemv: 0.003957 seconds (0.468 Gnz/s, 0.937 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003951 seconds (0.469 Gnz/s, 0.938 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003956 seconds (0.468 Gnz/s, 0.937 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003944 seconds (0.470 Gnz/s, 0.940 Gflop/s, 5.7 to 9.5 GB/s)
gemv: 0.003945 seconds (0.470 Gnz/s, 0.940 Gflop/s, 5.7 to 9.5 GB/s)
gemv: 0.003955 seconds (0.469 Gnz/s, 0.937 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003949 seconds (0.469 Gnz/s, 0.938 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003969 seconds (0.467 Gnz/s, 0.934 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003960 seconds (0.468 Gnz/s, 0.936 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003970 seconds (0.467 Gnz/s, 0.934 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003976 seconds (0.466 Gnz/s, 0.932 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003954 seconds (0.469 Gnz/s, 0.937 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003973 seconds (0.466 Gnz/s, 0.933 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003941 seconds (0.470 Gnz/s, 0.940 Gflop/s, 5.7 to 9.5 GB/s)
gemv: 0.003941 seconds (0.470 Gnz/s, 0.940 Gflop/s, 5.7 to 9.5 GB/s)
gemv: 0.003975 seconds (0.466 Gnz/s, 0.932 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003948 seconds (0.469 Gnz/s, 0.939 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003960 seconds (0.468 Gnz/s, 0.936 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003959 seconds (0.468 Gnz/s, 0.936 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003956 seconds (0.468 Gnz/s, 0.937 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003942 seconds (0.470 Gnz/s, 0.940 Gflop/s, 5.7 to 9.5 GB/s)
gemv: 0.003938 seconds (0.471 Gnz/s, 0.941 Gflop/s, 5.7 to 9.5 GB/s)
gemv: 0.003964 seconds (0.467 Gnz/s, 0.935 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003950 seconds (0.469 Gnz/s, 0.938 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003975 seconds (0.466 Gnz/s, 0.932 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003954 seconds (0.469 Gnz/s, 0.937 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003942 seconds (0.470 Gnz/s, 0.940 Gflop/s, 5.7 to 9.5 GB/s)
gemv: 0.003967 seconds (0.467 Gnz/s, 0.934 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003952 seconds (0.469 Gnz/s, 0.938 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003952 seconds (0.469 Gnz/s, 0.938 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003946 seconds (0.470 Gnz/s, 0.939 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003942 seconds (0.470 Gnz/s, 0.940 Gflop/s, 5.7 to 9.5 GB/s)
gemv: 0.003961 seconds (0.468 Gnz/s, 0.936 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003947 seconds (0.469 Gnz/s, 0.939 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003960 seconds (0.468 Gnz/s, 0.936 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003990 seconds (0.464 Gnz/s, 0.929 Gflop/s, 5.7 to 9.3 GB/s)
gemv: 0.003938 seconds (0.471 Gnz/s, 0.941 Gflop/s, 5.7 to 9.5 GB/s)
gemv: 0.003980 seconds (0.466 Gnz/s, 0.931 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003953 seconds (0.469 Gnz/s, 0.938 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003964 seconds (0.467 Gnz/s, 0.935 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003944 seconds (0.470 Gnz/s, 0.940 Gflop/s, 5.7 to 9.5 GB/s)
gemv: 0.003948 seconds (0.469 Gnz/s, 0.939 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003961 seconds (0.468 Gnz/s, 0.936 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003953 seconds (0.469 Gnz/s, 0.938 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003972 seconds (0.467 Gnz/s, 0.933 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003954 seconds (0.469 Gnz/s, 0.937 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003963 seconds (0.468 Gnz/s, 0.935 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003953 seconds (0.469 Gnz/s, 0.938 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003939 seconds (0.470 Gnz/s, 0.941 Gflop/s, 5.7 to 9.5 GB/s)
gemv: 0.003961 seconds (0.468 Gnz/s, 0.936 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003942 seconds (0.470 Gnz/s, 0.940 Gflop/s, 5.7 to 9.5 GB/s)
gemv: 0.003953 seconds (0.469 Gnz/s, 0.938 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003943 seconds (0.470 Gnz/s, 0.940 Gflop/s, 5.7 to 9.5 GB/s)
gemv: 0.003951 seconds (0.469 Gnz/s, 0.938 Gflop/s, 5.7 to 9.4 GB/s)
gemv: 0.003975 seconds (0.466 Gnz/s, 0.932 Gflop/s, 5.7 to 9.4 GB/s)
region,threads,EFFECTIVE_INST_SPEC,CPU_CYCLES,FP_DP_FIXED_OPS_SPEC,FP_DP_SCALE_OPS_SPEC,L2D_CACHE_REFILL,L2D_CACHE_WB,L2D_SWAP_DM,L2D_CACHE_MIBMCH_PRF,L1D_CACHE_REFILL,CPI ,Frequency ,L1D cache miss rate ,L2D cache miss rate ,L2-Memory Bandwidth ,DP (FP) ,DP (FP+SVE512) ,Computational Intensity (FP+SVE512) ,time
gemv,0,216336582,895816385,1403306,122814800,8912435,38804,32869,24582,101121143,4.140846,2202.240526,0.467425,0.040932,5.597221,3.449833,1211.142545,0.216383,0.406775
total,-1,216336582,895816385,1403306,122814800,8912435,38804,32869,24582,101121143,4.140846,2202.240526,0.467425,0.040932,5.597221,3.449833,1211.142545,0.216383,0.406775
