
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 1.228946 seconds (23.1 MB/s)
csr_from_coo: 0.033581 seconds, 46994 rows, 46994 columns, 1499460 nonzeros, 4 to 162 nonzeros per row, 1 threads, 46994 to 46994 rows per thread, 1499460 to 1499460 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (8 L2 ways, 1 L1 ways)
gemv (warmup): 0.002702 seconds (0.555 Gnz/s, 1.110 Gflop/s, 7.1 to 11.4 GB/s)
gemv (warmup): 0.002655 seconds (0.565 Gnz/s, 1.130 Gflop/s, 7.2 to 11.6 GB/s)
gemv (warmup): 0.002677 seconds (0.560 Gnz/s, 1.120 Gflop/s, 7.1 to 11.5 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.002655 seconds (0.565 Gnz/s, 1.130 Gflop/s, 7.2 to 11.6 GB/s)
gemv: 0.002655 seconds (0.565 Gnz/s, 1.129 Gflop/s, 7.2 to 11.6 GB/s)
gemv: 0.002664 seconds (0.563 Gnz/s, 1.126 Gflop/s, 7.2 to 11.5 GB/s)
gemv: 0.002655 seconds (0.565 Gnz/s, 1.130 Gflop/s, 7.2 to 11.6 GB/s)
gemv: 0.002655 seconds (0.565 Gnz/s, 1.130 Gflop/s, 7.2 to 11.6 GB/s)
gemv: 0.002655 seconds (0.565 Gnz/s, 1.130 Gflop/s, 7.2 to 11.6 GB/s)
gemv: 0.002666 seconds (0.562 Gnz/s, 1.125 Gflop/s, 7.2 to 11.5 GB/s)
gemv: 0.002656 seconds (0.564 Gnz/s, 1.129 Gflop/s, 7.2 to 11.6 GB/s)
gemv: 0.002653 seconds (0.565 Gnz/s, 1.131 Gflop/s, 7.2 to 11.6 GB/s)
gemv: 0.002667 seconds (0.562 Gnz/s, 1.125 Gflop/s, 7.2 to 11.5 GB/s)
