
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 1.056211 seconds (22.2 MB/s)
csr_from_coo: 0.019730 seconds, 120750 rows, 120750 columns, 1224224 nonzeros, 1 to 185 nonzeros per row, 1 threads, 120750 to 120750 rows per thread, 1224224 to 1224224 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (6 L2 ways)
gemv (warmup): 0.004072 seconds (0.301 Gnz/s, 0.601 Gflop/s, 4.3 to 6.5 GB/s)
gemv (warmup): 0.003874 seconds (0.316 Gnz/s, 0.632 Gflop/s, 4.5 to 6.8 GB/s)
gemv (warmup): 0.003835 seconds (0.319 Gnz/s, 0.638 Gflop/s, 4.6 to 6.9 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.003838 seconds (0.319 Gnz/s, 0.638 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003845 seconds (0.318 Gnz/s, 0.637 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003833 seconds (0.319 Gnz/s, 0.639 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003849 seconds (0.318 Gnz/s, 0.636 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003826 seconds (0.320 Gnz/s, 0.640 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003832 seconds (0.319 Gnz/s, 0.639 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003841 seconds (0.319 Gnz/s, 0.637 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003832 seconds (0.319 Gnz/s, 0.639 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003845 seconds (0.318 Gnz/s, 0.637 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003832 seconds (0.319 Gnz/s, 0.639 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003831 seconds (0.320 Gnz/s, 0.639 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003840 seconds (0.319 Gnz/s, 0.638 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003829 seconds (0.320 Gnz/s, 0.639 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003840 seconds (0.319 Gnz/s, 0.638 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003834 seconds (0.319 Gnz/s, 0.639 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003827 seconds (0.320 Gnz/s, 0.640 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003834 seconds (0.319 Gnz/s, 0.639 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003826 seconds (0.320 Gnz/s, 0.640 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003865 seconds (0.317 Gnz/s, 0.633 Gflop/s, 4.6 to 6.8 GB/s)
gemv: 0.003850 seconds (0.318 Gnz/s, 0.636 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003839 seconds (0.319 Gnz/s, 0.638 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003856 seconds (0.317 Gnz/s, 0.635 Gflop/s, 4.6 to 6.8 GB/s)
gemv: 0.003842 seconds (0.319 Gnz/s, 0.637 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003849 seconds (0.318 Gnz/s, 0.636 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003849 seconds (0.318 Gnz/s, 0.636 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003835 seconds (0.319 Gnz/s, 0.638 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003853 seconds (0.318 Gnz/s, 0.635 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003840 seconds (0.319 Gnz/s, 0.638 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003852 seconds (0.318 Gnz/s, 0.636 Gflop/s, 4.6 to 6.9 GB/s)
