
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 2.314402 seconds (25.5 MB/s)
csr_from_coo: 0.031922 seconds, 46835 rows, 46835 columns, 2374001 nonzeros, 4 to 145 nonzeros per row, 1 threads, 46835 to 46835 rows per thread, 2374001 to 2374001 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (5 L2 ways)
gemv (warmup): 0.002647 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.2 to 18.2 GB/s)
gemv: 0.002592 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002594 seconds (0.915 Gnz/s, 1.830 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002603 seconds (0.912 Gnz/s, 1.824 Gflop/s, 11.4 to 18.5 GB/s)
gemv: 0.002594 seconds (0.915 Gnz/s, 1.830 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002592 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002593 seconds (0.916 Gnz/s, 1.831 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002604 seconds (0.912 Gnz/s, 1.823 Gflop/s, 11.4 to 18.5 GB/s)
gemv: 0.002592 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002592 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002593 seconds (0.916 Gnz/s, 1.831 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002604 seconds (0.912 Gnz/s, 1.823 Gflop/s, 11.4 to 18.5 GB/s)
gemv: 0.002593 seconds (0.915 Gnz/s, 1.831 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002595 seconds (0.915 Gnz/s, 1.830 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002603 seconds (0.912 Gnz/s, 1.824 Gflop/s, 11.4 to 18.5 GB/s)
gemv: 0.002593 seconds (0.916 Gnz/s, 1.831 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002592 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002592 seconds (0.916 Gnz/s, 1.831 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002610 seconds (0.910 Gnz/s, 1.819 Gflop/s, 11.3 to 18.5 GB/s)
gemv: 0.002591 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002594 seconds (0.915 Gnz/s, 1.831 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002592 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002605 seconds (0.911 Gnz/s, 1.823 Gflop/s, 11.4 to 18.5 GB/s)
gemv: 0.002590 seconds (0.916 Gnz/s, 1.833 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002593 seconds (0.916 Gnz/s, 1.831 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002593 seconds (0.915 Gnz/s, 1.831 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002604 seconds (0.912 Gnz/s, 1.823 Gflop/s, 11.4 to 18.5 GB/s)
gemv: 0.002592 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002591 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002605 seconds (0.911 Gnz/s, 1.823 Gflop/s, 11.4 to 18.5 GB/s)
gemv: 0.002592 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002593 seconds (0.916 Gnz/s, 1.831 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002592 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002604 seconds (0.912 Gnz/s, 1.824 Gflop/s, 11.4 to 18.5 GB/s)
gemv: 0.002592 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002593 seconds (0.915 Gnz/s, 1.831 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002592 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002601 seconds (0.913 Gnz/s, 1.825 Gflop/s, 11.4 to 18.5 GB/s)
gemv: 0.002593 seconds (0.916 Gnz/s, 1.831 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002592 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002603 seconds (0.912 Gnz/s, 1.824 Gflop/s, 11.4 to 18.5 GB/s)
gemv: 0.002591 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002591 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002591 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002603 seconds (0.912 Gnz/s, 1.824 Gflop/s, 11.4 to 18.5 GB/s)
gemv: 0.002592 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002591 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002594 seconds (0.915 Gnz/s, 1.830 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002605 seconds (0.911 Gnz/s, 1.823 Gflop/s, 11.4 to 18.5 GB/s)
gemv: 0.002593 seconds (0.916 Gnz/s, 1.831 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002592 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002591 seconds (0.916 Gnz/s, 1.832 Gflop/s, 11.4 to 18.6 GB/s)
gemv: 0.002604 seconds (0.912 Gnz/s, 1.823 Gflop/s, 11.4 to 18.5 GB/s)
region,threads,EFFECTIVE_INST_SPEC,CPU_CYCLES,FP_DP_FIXED_OPS_SPEC,FP_DP_SCALE_OPS_SPEC,L2D_CACHE_REFILL,L2D_CACHE_WB,L2D_SWAP_DM,L2D_CACHE_MIBMCH_PRF,L1D_CACHE_REFILL,CPI ,Frequency ,L1D cache miss rate ,L2D cache miss rate ,L2-Memory Bandwidth ,DP (FP) ,DP (FP+SVE512) ,Computational Intensity (FP+SVE512) ,time
gemv,0,410062438,590432408,4686806,170956200,11166625,1210,17111,3782,12578029,1.439860,2204.923319,0.030673,0.027181,10.656608,17.502508,2571.192358,0.241277,0.267779
total,-1,410062438,590432408,4686806,170956200,11166625,1210,17111,3782,12578029,1.439860,2204.923319,0.030673,0.027181,10.656608,17.502508,2571.192358,0.241277,0.267779
