
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 1.373723 seconds (24.6 MB/s)
csr_from_coo: 0.039216 seconds, 52329 rows, 52329 columns, 2698463 nonzeros, 2 to 207 nonzeros per row, 1 threads, 52329 to 52329 rows per thread, 2698463 to 2698463 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (10 L2 ways)
gemv (warmup): 0.002869 seconds (0.479 Gnz/s, 1.881 Gflop/s, 11.7 to 19.1 GB/s)
gemv: 0.002768 seconds (0.497 Gnz/s, 1.950 Gflop/s, 12.2 to 19.8 GB/s)
gemv: 0.002782 seconds (0.494 Gnz/s, 1.940 Gflop/s, 12.1 to 19.7 GB/s)
gemv: 0.002770 seconds (0.497 Gnz/s, 1.949 Gflop/s, 12.1 to 19.8 GB/s)
gemv: 0.002775 seconds (0.496 Gnz/s, 1.945 Gflop/s, 12.1 to 19.8 GB/s)
gemv: 0.002769 seconds (0.497 Gnz/s, 1.949 Gflop/s, 12.1 to 19.8 GB/s)
gemv: 0.002785 seconds (0.494 Gnz/s, 1.938 Gflop/s, 12.1 to 19.7 GB/s)
gemv: 0.002769 seconds (0.497 Gnz/s, 1.949 Gflop/s, 12.1 to 19.8 GB/s)
gemv: 0.002771 seconds (0.496 Gnz/s, 1.948 Gflop/s, 12.1 to 19.8 GB/s)
gemv: 0.002783 seconds (0.494 Gnz/s, 1.939 Gflop/s, 12.1 to 19.7 GB/s)
gemv: 0.002772 seconds (0.496 Gnz/s, 1.947 Gflop/s, 12.1 to 19.8 GB/s)
gemv: 0.002769 seconds (0.497 Gnz/s, 1.949 Gflop/s, 12.1 to 19.8 GB/s)
gemv: 0.002772 seconds (0.496 Gnz/s, 1.947 Gflop/s, 12.1 to 19.8 GB/s)
gemv: 0.002783 seconds (0.494 Gnz/s, 1.940 Gflop/s, 12.1 to 19.7 GB/s)
gemv: 0.002771 seconds (0.496 Gnz/s, 1.948 Gflop/s, 12.1 to 19.8 GB/s)
gemv: 0.002772 seconds (0.496 Gnz/s, 1.947 Gflop/s, 12.1 to 19.8 GB/s)
gemv: 0.002787 seconds (0.494 Gnz/s, 1.937 Gflop/s, 12.1 to 19.7 GB/s)
gemv: 0.002773 seconds (0.496 Gnz/s, 1.946 Gflop/s, 12.1 to 19.8 GB/s)
gemv: 0.002770 seconds (0.497 Gnz/s, 1.948 Gflop/s, 12.1 to 19.8 GB/s)
region,threads,EFFECTIVE_INST_SPEC,CPU_CYCLES,FP_DP_FIXED_OPS_SPEC,FP_DP_SCALE_OPS_SPEC,L2D_CACHE_REFILL,L2D_CACHE_WB,L2D_SWAP_DM,L2D_CACHE_MIBMCH_PRF,L1D_CACHE_REFILL,CPI ,Frequency ,L1D cache miss rate ,L2D cache miss rate ,L2-Memory Bandwidth ,DP (FP) ,DP (FP+SVE512) ,Computational Intensity (FP+SVE512) ,time
gemv,0,460137839,634347623,5236206,187849000,12906652,47719,31105,15132,14640244,1.378603,2204.202685,0.031817,0.027949,11.482267,18.194534,2629.111672,0.228971,0.287790
total,-1,460137839,634347623,5236206,187849000,12906652,47719,31105,15132,14640244,1.378603,2204.202685,0.031817,0.027949,11.482267,18.194534,2629.111672,0.228971,0.287790
