
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 1.059511 seconds (22.1 MB/s)
csr_from_coo: 0.019658 seconds, 120750 rows, 120750 columns, 1224224 nonzeros, 1 to 185 nonzeros per row, 1 threads, 120750 to 120750 rows per thread, 1224224 to 1224224 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (4 L2 ways)
gemv (warmup): 0.004069 seconds (0.301 Gnz/s, 0.602 Gflop/s, 4.3 to 6.5 GB/s)
gemv: 0.003818 seconds (0.321 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003814 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003809 seconds (0.321 Gnz/s, 0.643 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003819 seconds (0.321 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003808 seconds (0.322 Gnz/s, 0.643 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003824 seconds (0.320 Gnz/s, 0.640 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003812 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003808 seconds (0.321 Gnz/s, 0.643 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003819 seconds (0.321 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003805 seconds (0.322 Gnz/s, 0.644 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003825 seconds (0.320 Gnz/s, 0.640 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003817 seconds (0.321 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003813 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003828 seconds (0.320 Gnz/s, 0.640 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003817 seconds (0.321 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003821 seconds (0.320 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003814 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003816 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003826 seconds (0.320 Gnz/s, 0.640 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003812 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003824 seconds (0.320 Gnz/s, 0.640 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003812 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003810 seconds (0.321 Gnz/s, 0.643 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003830 seconds (0.320 Gnz/s, 0.639 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003814 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003812 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003830 seconds (0.320 Gnz/s, 0.639 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003813 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003817 seconds (0.321 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003811 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003809 seconds (0.321 Gnz/s, 0.643 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003825 seconds (0.320 Gnz/s, 0.640 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003809 seconds (0.321 Gnz/s, 0.643 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003825 seconds (0.320 Gnz/s, 0.640 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003812 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003814 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003824 seconds (0.320 Gnz/s, 0.640 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003814 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003823 seconds (0.320 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003819 seconds (0.321 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003819 seconds (0.321 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003823 seconds (0.320 Gnz/s, 0.640 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003818 seconds (0.321 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003812 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003817 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003813 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003826 seconds (0.320 Gnz/s, 0.640 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003810 seconds (0.321 Gnz/s, 0.643 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003814 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003818 seconds (0.321 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003817 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003830 seconds (0.320 Gnz/s, 0.639 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003819 seconds (0.321 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003817 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003830 seconds (0.320 Gnz/s, 0.639 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003807 seconds (0.322 Gnz/s, 0.643 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003826 seconds (0.320 Gnz/s, 0.640 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003814 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003818 seconds (0.321 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003826 seconds (0.320 Gnz/s, 0.640 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003816 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003829 seconds (0.320 Gnz/s, 0.640 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003818 seconds (0.321 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003810 seconds (0.321 Gnz/s, 0.643 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003824 seconds (0.320 Gnz/s, 0.640 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003814 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003814 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003822 seconds (0.320 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003812 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003829 seconds (0.320 Gnz/s, 0.639 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003817 seconds (0.321 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003814 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003826 seconds (0.320 Gnz/s, 0.640 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003813 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003821 seconds (0.320 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003817 seconds (0.321 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003809 seconds (0.321 Gnz/s, 0.643 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003830 seconds (0.320 Gnz/s, 0.639 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003814 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003828 seconds (0.320 Gnz/s, 0.640 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003818 seconds (0.321 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003820 seconds (0.320 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003826 seconds (0.320 Gnz/s, 0.640 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003811 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003829 seconds (0.320 Gnz/s, 0.639 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003817 seconds (0.321 Gnz/s, 0.641 Gflop/s, 4.6 to 6.9 GB/s)
gemv: 0.003811 seconds (0.321 Gnz/s, 0.642 Gflop/s, 4.6 to 6.9 GB/s)
region,threads,EFFECTIVE_INST_SPEC,CPU_CYCLES,FP_DP_FIXED_OPS_SPEC,FP_DP_SCALE_OPS_SPEC,L2D_CACHE_REFILL,L2D_CACHE_WB,L2D_SWAP_DM,L2D_CACHE_MIBMCH_PRF,L1D_CACHE_REFILL,CPI ,Frequency ,L1D cache miss rate ,L2D cache miss rate ,L2-Memory Bandwidth ,DP (FP) ,DP (FP+SVE512) ,Computational Intensity (FP+SVE512) ,time
gemv,0,548123860,860123051,12078306,150770800,5855240,28583,12584,7922,10374216,1.569213,2202.914013,0.018927,0.010645,3.844327,30.934492,1575.527943,0.409832,0.390448
total,-1,548123860,860123051,12078306,150770800,5855240,28583,12584,7922,10374216,1.569213,2202.914013,0.018927,0.010645,3.844327,30.934492,1575.527943,0.409832,0.390448
